route,FL_DATE,flights
BDL-EWR,2018-08-01,83
BDL-FLL,2018-08-01,124
BDL-FLL,2020-01-01,129
BDL-IAD,2018-08-01,121
BDL-IAD,2020-01-01,113
BDL-IAH,2020-01-01,24
BDL-LAS,2018-08-01,30
BDL-LAX,2018-08-01,31
BDL-LAX,2020-01-01,6
BDL-MCO,2018-08-01,208
BDL-MCO,2020-01-01,208
BDL-MDW,2018-08-01,93
BDL-MDW,2020-01-01,52
BDL-MIA,2018-08-01,28
BDL-MIA,2020-01-01,37
BDL-MSP,2018-08-01,119
BDL-MSP,2020-01-01,94
BDL-MYR,2018-08-01,44
BDL-ORD,2018-08-01,284
BDL-ORD,2020-01-01,165
BDL-PBI,2018-08-01,31
BDL-PBI,2020-01-01,49
BDL-PHL,2018-08-01,168
BDL-PHL,2020-01-01,54
BDL-RDU,2018-08-01,27
BDL-RDU,2020-01-01,23
BDL-RSW,2020-01-01,94
BDL-SFO,2018-08-01,31
BDL-SJU,2018-08-01,61
BDL-SJU,2020-01-01,46
BDL-STL,2018-08-01,25
BDL-STL,2020-01-01,28
BDL-TPA,2018-08-01,68
BDL-TPA,2020-01-01,108
BET-ANC,2018-08-01,71
BET-ANC,2020-01-01,53
BFF-DEN,2018-08-01,54
BFF-DEN,2020-01-01,45
BFL-DEN,2018-08-01,62
BFL-DEN,2020-01-01,53
BFL-DFW,2020-01-01,51
BFL-PHX,2018-08-01,88
BFL-PHX,2020-01-01,69
BFL-SFO,2018-08-01,54
BFL-SFO,2020-01-01,30
BFM-DEN,2020-01-01,12
BGM-DTW,2018-08-01,85
BGM-DTW,2020-01-01,54
BGR-CLT,2018-08-01,31
BGR-DCA,2018-08-01,87
BGR-DCA,2020-01-01,41
BGR-EWR,2018-08-01,58
BGR-EWR,2020-01-01,2
BGR-JFK,2018-08-01,58
BGR-LGA,2018-08-01,119
BGR-LGA,2020-01-01,66
BGR-ORD,2018-08-01,69
BGR-PHL,2018-08-01,149
BGR-PIE,2018-08-01,17
BGR-PIE,2020-01-01,9
BGR-SFB,2018-08-01,17
BGR-SFB,2020-01-01,10
BHM-ATL,2018-08-01,323
BHM-ATL,2020-01-01,251
BHM-BWI,2018-08-01,31
BHM-BWI,2020-01-01,30
BHM-CLT,2018-08-01,204
BHM-CLT,2020-01-01,195
BHM-DAL,2018-08-01,58
BHM-DAL,2020-01-01,57
BHM-DCA,2018-08-01,83
BHM-DCA,2020-01-01,50
BHM-DEN,2018-08-01,74
BHM-DEN,2020-01-01,51
BHM-DFW,2018-08-01,164
BHM-DFW,2020-01-01,115
BHM-DTW,2018-08-01,89
BHM-DTW,2020-01-01,5
BHM-FLL,2020-01-01,1
BHM-HOU,2018-08-01,58
BHM-HOU,2020-01-01,51
BHM-IAH,2018-08-01,152
BHM-IAH,2020-01-01,111
BHM-LAS,2018-08-01,31
BHM-LAS,2020-01-01,24
BHM-LGA,2018-08-01,38
BHM-LGA,2020-01-01,52
BHM-MCO,2018-08-01,50
BHM-MCO,2020-01-01,62
BHM-MDW,2018-08-01,59
BHM-MDW,2020-01-01,45
BHM-MIA,2018-08-01,60
BHM-MIA,2020-01-01,52
BHM-ORD,2018-08-01,175
BHM-ORD,2020-01-01,96
BHM-PHL,2018-08-01,73
BHM-PHL,2020-01-01,52
BHM-TPA,2018-08-01,57
BHM-TPA,2020-01-01,37
BIL-AZA,2018-08-01,10
BIL-AZA,2020-01-01,12
BIL-DEN,2018-08-01,124
BIL-DEN,2020-01-01,98
BIL-DFW,2018-08-01,31
BIL-DFW,2020-01-01,25
BIL-LAS,2018-08-01,9
BIL-LAS,2020-01-01,10
BIL-LAX,2018-08-01,4
BIL-MSP,2018-08-01,97
BIL-MSP,2020-01-01,51
BIL-ORD,2018-08-01,31
BIL-PDX,2018-08-01,31
BIL-SEA,2018-08-01,62
BIL-SLC,2018-08-01,92
BIL-SLC,2020-01-01,85
BIS-AZA,2018-08-01,9
BIS-AZA,2020-01-01,19
BIS-DEN,2018-08-01,134
BIS-DEN,2020-01-01,58
BIS-DFW,2018-08-01,30
BIS-DFW,2020-01-01,39
BIS-LAS,2018-08-01,9
BIS-LAS,2020-01-01,11
BIS-MSP,2018-08-01,197
BIS-MSP,2020-01-01,133
BIS-ORD,2018-08-01,91
BIS-ORD,2020-01-01,14
BIS-SFB,2018-08-01,4
BIS-SFB,2020-01-01,2
BJI-MSP,2018-08-01,67
BJI-MSP,2020-01-01,52
BKG-DEN,2018-08-01,13
BLI-AZA,2018-08-01,13
BLI-AZA,2020-01-01,8
BLI-DEN,2018-08-01,6
BLI-LAS,2018-08-01,67
BLI-LAS,2020-01-01,46
BLI-LAX,2018-08-01,15
BLI-LAX,2020-01-01,7
BLI-OAK,2018-08-01,22
BLI-OAK,2020-01-01,8
BLI-PDX,2018-08-01,49
BLI-PSP,2018-08-01,9
BLI-PSP,2020-01-01,9
BLI-SAN,2018-08-01,9
BLI-SEA,2018-08-01,146
BLI-TUS,2020-01-01,9
BLV-AZA,2020-01-01,5
BLV-FLL,2018-08-01,4
BLV-JAX,2018-08-01,4
BLV-LAS,2018-08-01,9
BLV-MYR,2018-08-01,11
BLV-PGD,2018-08-01,12
BLV-PGD,2020-01-01,12
BLV-PIE,2018-08-01,12
BLV-PIE,2020-01-01,7
BLV-SFB,2018-08-01,12
BLV-SFB,2020-01-01,7
BLV-SRQ,2020-01-01,7
BLV-VPS,2018-08-01,21
BLV-VPS,2020-01-01,10
BMI-ATL,2018-08-01,89
BMI-ATL,2020-01-01,74
BMI-DFW,2018-08-01,55
BMI-DFW,2020-01-01,47
BMI-MCO,2020-01-01,10
BMI-MSP,2018-08-01,27
BMI-ORD,2018-08-01,82
BMI-ORD,2020-01-01,68
BMI-PIE,2018-08-01,9
BMI-PIE,2020-01-01,7
BMI-SFB,2018-08-01,9
BMI-SFB,2020-01-01,7
BNA-ABE,2020-01-01,1
BNA-ATL,2018-08-01,432
BNA-ATL,2020-01-01,380
BNA-AUS,2018-08-01,72
BNA-AUS,2020-01-01,75
BNA-BOS,2018-08-01,227
BNA-BOS,2020-01-01,206
BNA-BUF,2020-01-01,4
BNA-BUR,2020-01-01,1
BNA-BWI,2018-08-01,172
BNA-BWI,2020-01-01,194
BNA-CHS,2018-08-01,33
BNA-CHS,2020-01-01,33
BNA-CLE,2018-08-01,89
BNA-CLE,2020-01-01,56
BNA-CLT,2018-08-01,268
BNA-CLT,2020-01-01,263
BNA-CMH,2018-08-01,62
BNA-CMH,2020-01-01,33
BNA-CVG,2018-08-01,27
BNA-DAL,2018-08-01,125
BNA-DAL,2020-01-01,157
BNA-DCA,2018-08-01,225
BNA-DCA,2020-01-01,242
BNA-DEN,2018-08-01,268
BNA-DEN,2020-01-01,233
BNA-DFW,2018-08-01,240
BNA-DFW,2020-01-01,189
BNA-DTW,2018-08-01,231
BNA-DTW,2020-01-01,205
BNA-ECP,2018-08-01,67
BNA-ECP,2020-01-01,58
BNA-EWR,2018-08-01,123
BNA-EWR,2020-01-01,117
BNA-FLL,2018-08-01,127
BNA-FLL,2020-01-01,175
BNA-GRR,2020-01-01,1
BNA-HOU,2018-08-01,118
BNA-HOU,2020-01-01,95
BNA-IAD,2018-08-01,92
BNA-IAD,2020-01-01,49
BNA-IAH,2018-08-01,168
BNA-IAH,2020-01-01,136
BNA-JAX,2018-08-01,87
BNA-JAX,2020-01-01,60
BNA-JFK,2018-08-01,129
BNA-JFK,2020-01-01,125
BNA-LAS,2018-08-01,108
BNA-LAS,2020-01-01,126
BNA-LAX,2018-08-01,197
BNA-LAX,2020-01-01,166
BNA-LGA,2018-08-01,372
BNA-LGA,2020-01-01,357
BNA-MCI,2018-08-01,118
BNA-MCI,2020-01-01,55
BNA-MCO,2018-08-01,127
BNA-MCO,2020-01-01,210
BNA-MDT,2020-01-01,1
BNA-MDW,2018-08-01,206
BNA-MDW,2020-01-01,158
BNA-MIA,2018-08-01,92
BNA-MIA,2020-01-01,56
BNA-MKE,2018-08-01,59
BNA-MKE,2020-01-01,53
BNA-MSN,2018-08-01,2
BNA-MSP,2018-08-01,182
BNA-MSP,2020-01-01,148
BNA-MSY,2018-08-01,91
BNA-MSY,2020-01-01,119
BNA-MYR,2018-08-01,9
BNA-OAK,2018-08-01,31
BNA-OAK,2020-01-01,28
BNA-OKC,2020-01-01,24
BNA-OMA,2020-01-01,4
BNA-ORD,2018-08-01,453
BNA-ORD,2020-01-01,302
BNA-ORF,2020-01-01,4
BNA-PGD,2018-08-01,10
BNA-PGD,2020-01-01,5
BNA-PHL,2018-08-01,255
BNA-PHL,2020-01-01,159
BNA-PHX,2018-08-01,74
BNA-PHX,2020-01-01,107
BNA-PIE,2018-08-01,9
BNA-PIE,2020-01-01,6
BNA-PIT,2018-08-01,35
BNA-PIT,2020-01-01,53
BNA-PNS,2018-08-01,62
BNA-PNS,2020-01-01,51
BNA-RDU,2018-08-01,144
BNA-RDU,2020-01-01,84
BNA-RIC,2018-08-01,9
BNA-RIC,2020-01-01,1
BNA-RSW,2020-01-01,6
BNA-SAN,2018-08-01,62
BNA-SAN,2020-01-01,55
BNA-SAT,2018-08-01,62
BNA-SAT,2020-01-01,54
BNA-SAV,2018-08-01,9
BNA-SEA,2018-08-01,117
BNA-SEA,2020-01-01,54
BNA-SFB,2020-01-01,1
BNA-SFO,2018-08-01,92
BNA-SFO,2020-01-01,34
BNA-SJC,2020-01-01,30
BNA-SLC,2018-08-01,29
BNA-SLC,2020-01-01,41
BNA-SRQ,2020-01-01,6
BNA-STL,2018-08-01,88
BNA-STL,2020-01-01,80
BNA-SYR,2018-08-01,5
BNA-SYR,2020-01-01,1
BNA-TPA,2018-08-01,104
BNA-TPA,2020-01-01,154
BNA-TTN,2018-08-01,13
BNA-VPS,2018-08-01,9
BOI-AZA,2018-08-01,9
BOI-AZA,2020-01-01,7
BOI-DAL,2018-08-01,1
BOI-DEN,2018-08-01,222
BOI-DEN,2020-01-01,174
BOI-DFW,2018-08-01,50
BOI-DFW,2020-01-01,69
BOI-GEG,2018-08-01,131
BOI-GEG,2020-01-01,48
BOI-IAH,2018-08-01,31
BOI-IAH,2020-01-01,29
BOI-LAS,2018-08-01,71
BOI-LAS,2020-01-01,62
BOI-LAX,2018-08-01,71
BOI-LAX,2020-01-01,95
BOI-LWS,2018-08-01,21
BOI-MDW,2018-08-01,9
BOI-MSP,2018-08-01,83
BOI-MSP,2020-01-01,46
BOI-OAK,2018-08-01,62
BOI-OAK,2020-01-01,61
BOI-ORD,2018-08-01,93
BOI-ORD,2020-01-01,62
BOI-PDX,2018-08-01,217
BOI-PDX,2020-01-01,61
BOI-PHX,2018-08-01,131
BOI-PHX,2020-01-01,81
BOI-RNO,2018-08-01,27
BOI-SAN,2018-08-01,62
BOI-SAN,2020-01-01,62
BOI-SEA,2018-08-01,442
BOI-SEA,2020-01-01,208
BOI-SFO,2018-08-01,155
BOI-SFO,2020-01-01,116
BOI-SJC,2018-08-01,61
BOI-SJC,2020-01-01,62
BOI-SLC,2018-08-01,208
BOI-SLC,2020-01-01,153
BOI-SMF,2018-08-01,62
BOI-SMF,2020-01-01,48
BOS-ACK,2018-08-01,50
BOS-ATL,2018-08-01,627
BOS-ATL,2020-01-01,407
BOS-AUS,2018-08-01,93
BOS-AUS,2020-01-01,68
BOS-BNA,2018-08-01,231
BOS-BNA,2020-01-01,191
BOS-BUF,2018-08-01,225
BOS-BUF,2020-01-01,141
BOS-BUR,2020-01-01,18
BOS-BWI,2018-08-01,478
BOS-BWI,2020-01-01,351
BOS-CHS,2018-08-01,91
BOS-CHS,2020-01-01,59
BOS-CLE,2018-08-01,210
BOS-CLE,2020-01-01,161
BOS-CLT,2018-08-01,333
BOS-CLT,2020-01-01,370
BOS-CMH,2018-08-01,132
BOS-CMH,2020-01-01,93
BOS-CVG,2018-08-01,111
BOS-CVG,2020-01-01,100
BOS-DAL,2018-08-01,31
BOS-DAL,2020-01-01,5
BOS-DCA,2018-08-01,687
BOS-DCA,2020-01-01,794
BOS-DEN,2018-08-01,311
BOS-DEN,2020-01-01,217
BOS-DFW,2018-08-01,300
BOS-DFW,2020-01-01,177
BOS-DTW,2018-08-01,352
BOS-DTW,2020-01-01,240
BOS-EWR,2018-08-01,461
BOS-EWR,2020-01-01,449
BOS-FLL,2018-08-01,221
BOS-FLL,2020-01-01,235
BOS-HDN,2020-01-01,7
BOS-HNL,2020-01-01,19
BOS-HOU,2018-08-01,69
BOS-HOU,2020-01-01,6
BOS-IAD,2018-08-01,214
BOS-IAD,2020-01-01,115
BOS-IAH,2018-08-01,151
BOS-IAH,2020-01-01,112
BOS-IND,2018-08-01,134
BOS-IND,2020-01-01,72
BOS-JAX,2018-08-01,146
BOS-JAX,2020-01-01,115
BOS-JFK,2018-08-01,502
BOS-JFK,2020-01-01,415
BOS-LAS,2018-08-01,122
BOS-LAS,2020-01-01,157
BOS-LAX,2018-08-01,563
BOS-LAX,2020-01-01,317
BOS-LGA,2018-08-01,857
BOS-LGA,2020-01-01,668
BOS-LGB,2018-08-01,31
BOS-LGB,2020-01-01,29
BOS-MCI,2018-08-01,106
BOS-MCI,2020-01-01,49
BOS-MCO,2018-08-01,323
BOS-MCO,2020-01-01,342
BOS-MDT,2018-08-01,21
BOS-MDW,2018-08-01,158
BOS-MDW,2020-01-01,87
BOS-MIA,2018-08-01,203
BOS-MIA,2020-01-01,270
BOS-MKE,2018-08-01,110
BOS-MKE,2020-01-01,50
BOS-MSN,2018-08-01,3
BOS-MSP,2018-08-01,295
BOS-MSP,2020-01-01,225
BOS-MSY,2018-08-01,65
BOS-MSY,2020-01-01,65
BOS-MVY,2018-08-01,30
BOS-MYR,2018-08-01,51
BOS-MYR,2020-01-01,29
BOS-OAK,2018-08-01,30
BOS-ORD,2018-08-01,740
BOS-ORD,2020-01-01,537
BOS-ORF,2018-08-01,29
BOS-ORF,2020-01-01,4
BOS-PBI,2018-08-01,121
BOS-PBI,2020-01-01,194
BOS-PDX,2018-08-01,114
BOS-PDX,2020-01-01,31
BOS-PHL,2018-08-01,505
BOS-PHL,2020-01-01,587
BOS-PHX,2018-08-01,148
BOS-PHX,2020-01-01,132
BOS-PIT,2018-08-01,331
BOS-PIT,2020-01-01,245
BOS-RDU,2018-08-01,330
BOS-RDU,2020-01-01,304
BOS-RIC,2018-08-01,209
BOS-RIC,2020-01-01,163
BOS-ROC,2018-08-01,70
BOS-ROC,2020-01-01,30
BOS-RSW,2018-08-01,100
BOS-RSW,2020-01-01,202
BOS-SAN,2018-08-01,93
BOS-SAN,2020-01-01,94
BOS-SAV,2018-08-01,38
BOS-SAV,2020-01-01,32
BOS-SEA,2018-08-01,260
BOS-SEA,2020-01-01,142
BOS-SFO,2018-08-01,525
BOS-SFO,2020-01-01,319
BOS-SJC,2018-08-01,31
BOS-SJC,2020-01-01,5
BOS-SJU,2018-08-01,91
BOS-SJU,2020-01-01,104
BOS-SLC,2018-08-01,111
BOS-SLC,2020-01-01,72
BOS-SMF,2018-08-01,29
BOS-SRQ,2020-01-01,32
BOS-STL,2018-08-01,91
BOS-STL,2020-01-01,87
BOS-STT,2020-01-01,4
BOS-SYR,2018-08-01,53
BOS-SYR,2020-01-01,25
BOS-TPA,2018-08-01,182
BOS-TPA,2020-01-01,190
BPT-DFW,2018-08-01,79
BPT-DFW,2020-01-01,59
BQK-ATL,2018-08-01,91
BQK-ATL,2020-01-01,80
BQN-EWR,2018-08-01,31
BQN-EWR,2020-01-01,19
BQN-FLL,2018-08-01,57
BQN-FLL,2020-01-01,38
BQN-JFK,2018-08-01,61
BQN-JFK,2020-01-01,36
BQN-MCO,2018-08-01,45
BQN-MCO,2020-01-01,51
BRD-MSP,2018-08-01,58
BRD-MSP,2020-01-01,44
BRO-DFW,2018-08-01,109
BRO-DFW,2020-01-01,78
BRO-IAH,2018-08-01,126
BRO-IAH,2020-01-01,88
BRW-ANC,2018-08-01,30
BRW-ANC,2020-01-01,27
BRW-FAI,2018-08-01,30
BRW-FAI,2020-01-01,27
BTM-SLC,2018-08-01,58
BTM-SLC,2020-01-01,56
BTR-ATL,2018-08-01,208
BTR-ATL,2020-01-01,157
BTR-CLT,2018-08-01,87
BTR-CLT,2020-01-01,65
BTR-DCA,2020-01-01,1
BTR-DFW,2018-08-01,173
BTR-DFW,2020-01-01,111
BTR-IAH,2018-08-01,206
BTR-IAH,2020-01-01,167
BTV-ATL,2018-08-01,43
BTV-ATL,2020-01-01,24
BTV-CLT,2018-08-01,61
BTV-CLT,2020-01-01,53
BTV-DCA,2018-08-01,87
BTV-DCA,2020-01-01,76
BTV-DTW,2018-08-01,87
BTV-DTW,2020-01-01,64
BTV-EWR,2018-08-01,163
BTV-EWR,2020-01-01,23
BTV-IAD,2018-08-01,98
BTV-IAD,2020-01-01,23
BTV-JFK,2018-08-01,145
BTV-JFK,2020-01-01,122
BTV-LGA,2018-08-01,84
BTV-LGA,2020-01-01,47
BTV-MCO,2020-01-01,8
BTV-ORD,2018-08-01,168
BTV-ORD,2020-01-01,29
BTV-PHL,2018-08-01,134
BTV-PHL,2020-01-01,45
BUF-ATL,2018-08-01,150
BUF-ATL,2020-01-01,99
BUF-AUS,2018-08-01,9
BUF-BNA,2020-01-01,5
BUF-BOS,2018-08-01,225
BUF-BOS,2020-01-01,154
BUF-BWI,2018-08-01,168
BUF-BWI,2020-01-01,129
BUF-CLT,2018-08-01,90
BUF-CLT,2020-01-01,101
BUF-DCA,2018-08-01,85
BUF-DCA,2020-01-01,67
BUF-DEN,2018-08-01,21
BUF-DEN,2020-01-01,4
BUF-DFW,2020-01-01,27
BUF-DTW,2018-08-01,145
BUF-DTW,2020-01-01,105
BUF-EWR,2018-08-01,191
BUF-EWR,2020-01-01,46
BUF-FLL,2018-08-01,65
BUF-FLL,2020-01-01,83
BUF-IAD,2018-08-01,89
BUF-IAD,2020-01-01,3
BUF-JAX,2018-08-01,6
BUF-JFK,2018-08-01,312
BUF-JFK,2020-01-01,256
BUF-LAS,2018-08-01,61
BUF-LAS,2020-01-01,28
BUF-LAX,2018-08-01,31
BUF-LAX,2020-01-01,16
BUF-LGA,2018-08-01,128
BUF-LGA,2020-01-01,87
BUF-MCO,2018-08-01,140
BUF-MCO,2020-01-01,114
BUF-MDW,2018-08-01,98
BUF-MDW,2020-01-01,37
BUF-MSP,2018-08-01,55
BUF-ORD,2018-08-01,319
BUF-ORD,2020-01-01,123
BUF-PHL,2018-08-01,168
BUF-PHX,2018-08-01,31
BUF-PHX,2020-01-01,8
BUF-RDU,2018-08-01,9
BUF-RSW,2020-01-01,20
BUF-TPA,2018-08-01,39
BUF-TPA,2020-01-01,65
BUR-ATL,2020-01-01,26
BUR-BNA,2020-01-01,1
BUR-BOS,2020-01-01,21
BUR-DAL,2018-08-01,31
BUR-DAL,2020-01-01,25
BUR-DEN,2018-08-01,143
BUR-DEN,2020-01-01,113
BUR-DFW,2020-01-01,51
BUR-HOU,2020-01-01,27
BUR-JFK,2018-08-01,31
BUR-JFK,2020-01-01,42
BUR-LAS,2018-08-01,294
BUR-LAS,2020-01-01,336
BUR-MDW,2020-01-01,20
BUR-OAK,2018-08-01,350
BUR-OAK,2020-01-01,349
BUR-PDX,2018-08-01,124
BUR-PDX,2020-01-01,82
BUR-PHX,2018-08-01,273
BUR-PHX,2020-01-01,305
BUR-SEA,2018-08-01,118
BUR-SEA,2020-01-01,77
BUR-SFO,2018-08-01,272
BUR-SFO,2020-01-01,264
BUR-SJC,2018-08-01,340
BUR-SJC,2020-01-01,309
BUR-SLC,2018-08-01,147
BUR-SLC,2020-01-01,133
BUR-SMF,2018-08-01,242
BUR-SMF,2020-01-01,282
BWI-ABQ,2018-08-01,59
BWI-ABQ,2020-01-01,26
BWI-ALB,2018-08-01,173
BWI-ALB,2020-01-01,105
BWI-ATL,2018-08-01,631
BWI-ATL,2020-01-01,439
BWI-AUS,2018-08-01,59
BWI-AUS,2020-01-01,97
BWI-AVL,2018-08-01,9
BWI-AVL,2020-01-01,1
BWI-BDL,2018-08-01,185
BWI-BDL,2020-01-01,126
BWI-BHM,2018-08-01,32
BWI-BHM,2020-01-01,27
BWI-BNA,2018-08-01,171
BWI-BNA,2020-01-01,166
BWI-BOS,2018-08-01,480
BWI-BOS,2020-01-01,333
BWI-BUF,2018-08-01,168
BWI-BUF,2020-01-01,119
BWI-CHS,2018-08-01,91
BWI-CHS,2020-01-01,81
BWI-CLE,2018-08-01,88
BWI-CLE,2020-01-01,79
BWI-CLT,2018-08-01,300
BWI-CLT,2020-01-01,311
BWI-CMH,2018-08-01,110
BWI-CMH,2020-01-01,69
BWI-CVG,2018-08-01,165
BWI-CVG,2020-01-01,140
BWI-DAL,2018-08-01,117
BWI-DAL,2020-01-01,126
BWI-DEN,2018-08-01,249
BWI-DEN,2020-01-01,195
BWI-DFW,2018-08-01,150
BWI-DFW,2020-01-01,89
BWI-DTW,2018-08-01,271
BWI-DTW,2020-01-01,207
BWI-ECP,2018-08-01,7
BWI-EWR,2018-08-01,105
BWI-FLL,2018-08-01,355
BWI-FLL,2020-01-01,327
BWI-GRR,2018-08-01,30
BWI-GRR,2020-01-01,26
BWI-GSP,2020-01-01,27
BWI-HOU,2018-08-01,94
BWI-HOU,2020-01-01,79
BWI-IAH,2018-08-01,89
BWI-IAH,2020-01-01,75
BWI-IND,2018-08-01,85
BWI-IND,2020-01-01,75
BWI-ISP,2018-08-01,141
BWI-ISP,2020-01-01,96
BWI-JAX,2018-08-01,96
BWI-JAX,2020-01-01,101
BWI-JFK,2018-08-01,135
BWI-JFK,2020-01-01,123
BWI-LAS,2018-08-01,162
BWI-LAS,2020-01-01,134
BWI-LAX,2018-08-01,195
BWI-LAX,2020-01-01,154
BWI-MCI,2018-08-01,85
BWI-MCI,2020-01-01,50
BWI-MCO,2018-08-01,321
BWI-MCO,2020-01-01,371
BWI-MDW,2018-08-01,201
BWI-MDW,2020-01-01,148
BWI-MEM,2018-08-01,34
BWI-MEM,2020-01-01,27
BWI-MHT,2018-08-01,181
BWI-MHT,2020-01-01,120
BWI-MIA,2018-08-01,81
BWI-MIA,2020-01-01,55
BWI-MKE,2018-08-01,81
BWI-MKE,2020-01-01,52
BWI-MSP,2018-08-01,190
BWI-MSP,2020-01-01,110
BWI-MSY,2018-08-01,121
BWI-MSY,2020-01-01,84
BWI-MYR,2018-08-01,49
BWI-MYR,2020-01-01,8
BWI-OAK,2018-08-01,66
BWI-OAK,2020-01-01,27
BWI-OKC,2018-08-01,29
BWI-OKC,2020-01-01,26
BWI-ORD,2018-08-01,295
BWI-ORD,2020-01-01,165
BWI-ORF,2018-08-01,141
BWI-ORF,2020-01-01,100
BWI-PBI,2018-08-01,59
BWI-PBI,2020-01-01,127
BWI-PDX,2018-08-01,31
BWI-PHL,2018-08-01,81
BWI-PHL,2020-01-01,3
BWI-PHX,2018-08-01,142
BWI-PHX,2020-01-01,89
BWI-PIT,2018-08-01,83
BWI-PIT,2020-01-01,79
BWI-PVD,2018-08-01,235
BWI-PVD,2020-01-01,136
BWI-PWM,2018-08-01,119
BWI-PWM,2020-01-01,79
BWI-RDU,2018-08-01,222
BWI-RDU,2020-01-01,178
BWI-ROC,2018-08-01,91
BWI-ROC,2020-01-01,81
BWI-RSW,2018-08-01,89
BWI-RSW,2020-01-01,177
BWI-SAN,2018-08-01,151
BWI-SAN,2020-01-01,62
BWI-SAT,2018-08-01,64
BWI-SAT,2020-01-01,45
BWI-SAV,2018-08-01,11
BWI-SAV,2020-01-01,7
BWI-SDF,2018-08-01,103
BWI-SDF,2020-01-01,55
BWI-SEA,2018-08-01,93
BWI-SEA,2020-01-01,26
BWI-SFO,2018-08-01,89
BWI-SFO,2020-01-01,24
BWI-SJC,2018-08-01,31
BWI-SJC,2020-01-01,3
BWI-SJU,2018-08-01,41
BWI-SJU,2020-01-01,87
BWI-SLC,2018-08-01,89
BWI-SLC,2020-01-01,56
BWI-SMF,2018-08-01,31
BWI-SMF,2020-01-01,2
BWI-SRQ,2020-01-01,6
BWI-STL,2018-08-01,121
BWI-STL,2020-01-01,61
BWI-TPA,2018-08-01,225
BWI-TPA,2020-01-01,220
BWI-TUL,2018-08-01,4
BWI-TYS,2018-08-01,1
BWI-VPS,2018-08-01,9
BZN-ATL,2018-08-01,13
BZN-ATL,2020-01-01,12
BZN-AZA,2018-08-01,10
BZN-AZA,2020-01-01,10
BZN-DEN,2018-08-01,160
BZN-DEN,2020-01-01,128
BZN-DFW,2018-08-01,51
BZN-DFW,2020-01-01,31
BZN-DTW,2020-01-01,8
BZN-EWR,2018-08-01,31
BZN-EWR,2020-01-01,26
BZN-IAH,2018-08-01,8
BZN-IAH,2020-01-01,9
BZN-LAS,2018-08-01,9
BZN-LAS,2020-01-01,6
BZN-LAX,2018-08-01,44
BZN-LAX,2020-01-01,31
BZN-LGA,2018-08-01,4
BZN-LGB,2020-01-01,2
BZN-MSP,2018-08-01,93
BZN-MSP,2020-01-01,65
BZN-ORD,2018-08-01,92
BZN-ORD,2020-01-01,77
BZN-PDX,2018-08-01,56
BZN-SEA,2018-08-01,97
BZN-SEA,2020-01-01,109
BZN-SFO,2018-08-01,65
BZN-SFO,2020-01-01,25
BZN-SLC,2018-08-01,116
BZN-SLC,2020-01-01,116
CAE-ATL,2018-08-01,232
CAE-ATL,2020-01-01,231
CAE-CLT,2018-08-01,221
CAE-CLT,2020-01-01,102
CAE-DCA,2018-08-01,76
CAE-DCA,2020-01-01,54
CAE-DFW,2018-08-01,58
CAE-DFW,2020-01-01,55
CAE-IAD,2018-08-01,72
CAE-IAH,2018-08-01,31
CAE-LGA,2018-08-01,29
CAE-LGA,2020-01-01,61
CAE-MIA,2020-01-01,26
CAE-ORD,2018-08-01,58
CAE-PHL,2018-08-01,81
CAK-ATL,2018-08-01,89
CAK-ATL,2020-01-01,81
CAK-CLT,2018-08-01,151
CAK-CLT,2020-01-01,101
CAK-DCA,2018-08-01,31
CAK-DCA,2020-01-01,28
CAK-DTW,2018-08-01,88
CAK-EWR,2018-08-01,50
CAK-EWR,2020-01-01,6
CAK-IAH,2018-08-01,30
CAK-IAH,2020-01-01,28
CAK-LGA,2018-08-01,27
CAK-LGA,2020-01-01,21
CAK-MCO,2018-08-01,31
CAK-MCO,2020-01-01,20
CAK-ORD,2018-08-01,159
CAK-ORD,2020-01-01,56
CAK-PHL,2018-08-01,59
CAK-PHL,2020-01-01,28
CAK-RSW,2020-01-01,11
CAK-TPA,2020-01-01,7
CDC-SLC,2018-08-01,54
CDC-SLC,2020-01-01,52
CDV-ANC,2018-08-01,31
CDV-ANC,2020-01-01,15
CDV-YAK,2018-08-01,31
CDV-YAK,2020-01-01,21
CGI-ORD,2018-08-01,26
CGI-ORD,2020-01-01,40
CGI-UIN,2018-08-01,26
CHA-ATL,2018-08-01,290
CHA-ATL,2020-01-01,257
CHA-CLT,2018-08-01,187
CHA-CLT,2020-01-01,134
CHA-DCA,2018-08-01,26
CHA-DCA,2020-01-01,18
CHA-DFW,2018-08-01,78
CHA-DFW,2020-01-01,67
CHA-DTW,2018-08-01,50
CHA-DTW,2020-01-01,39
CHA-EWR,2018-08-01,55
CHA-LGA,2018-08-01,30
CHA-LGA,2020-01-01,17
CHA-ORD,2018-08-01,108
CHA-ORD,2020-01-01,3
CHA-PHL,2020-01-01,2
CHA-PIE,2018-08-01,9
CHA-PIE,2020-01-01,7
CHA-SFB,2018-08-01,9
CHA-SFB,2020-01-01,8
CHO-ATL,2018-08-01,149
CHO-ATL,2020-01-01,121
CHO-CLT,2018-08-01,215
CHO-CLT,2020-01-01,163
CHO-IAD,2018-08-01,72
CHO-LGA,2018-08-01,77
CHO-LGA,2020-01-01,100
CHO-ORD,2018-08-01,113
CHO-ORD,2020-01-01,63
CHO-PHL,2018-08-01,71
